,,,,1,-117456896
3393,-116506624,F90E4000,,636,-94863360
3395,-115376128,F91F8000,,637,-96124928
3397,-114147328,F9324000,,638,-97435648
3399,-112820224,F9468000,,639,-98779136
3401,-111493120,F95AC000,,640,-100057088
3403,-110182400,F96EC000,,641,-101302272
3405,-108740608,F984C000,,642,-102481920
3407,-107249664,F99B8000,,643,-103907328
3409,-105627648,F9B44000,,644,-105676800
3411,-103940096,F9CE0000,,645,-107282432
3413,-102432768,F9E50000,,646,-108724224
3415,-101056512,F9FA0000,,647,-110198784
3417,-99762176,FA0DC000,,648,-111771648
3419,-98680832,FA1E4000,,649,-113475584
3421,-97583104,FA2F0000,,650,-115245056
3423,-96550912,FA3EC000,,651,-116916224
3425,-95666176,FA4C4000,,652,-118407168
3427,-94814208,FA594000,,653,-119881728
3429,-94060544,FA64C000,,654,-121143296
3431,-93356032,FA6F8000,,655,-122208256
3433,-92684288,FA79C000,,656,-123207680
3435,-92045312,FA838000,,657,-124010496
3437,-90963968,FA940000,,658,-124682240
3439,-91455488,FA8C8000,,659,-125485056
3441,-92143616,FA820000,,660,-126140416
3443,-92995584,FA750000,,661,-126435328
3445,-94027776,FA654000,,662,-126812160
3447,-95289344,FA520000,,663,-127172608
3449,-96665600,FA3D0000,,664,-127434752
3451,-98041856,FA280000,,665,-127516672
3453,-99467264,FA124000,,666,-127418368
3455,-100761600,F9FE8000,,667,-123305984
3457,-102055936,F9EAC000,,668,-122044416
3459,-103464960,F9D54000,,669,-120668160
3461,-104972288,F9BE4000,,670,-119373824
3463,-106741760,F9A34000,,671,-118030336
3465,-108396544,F98A0000,,672,-116768768
3467,-109920256,F972C000,,673,-115605504
3469,-111591424,F9594000,,674,-114491392
3471,-113295360,F93F4000,,675,-113393664
3473,-115113984,F9238000,,676,-112181248
3475,-116981760,F9070000,,677,-110870528
3477,-118505472,F8EFC000,,678,-109510656
3479,-119996416,F8D90000,,679,-108118016
3481,-121487360,F8C24000,,680,-106774528
3483,-122634240,F8B0C000,,681,-105316352
3485,-123748352,F89FC000,,682,-103809024
3487,-124551168,F8938000,,683,-102350848
3489,-125272064,F8888000,,684,-100990976
3491,-126189568,F87A8000,,685,-99876864
3493,-126828544,F870C000,,686,-98926592
3495,-127434752,F8678000,,687,-97927168
3497,-127991808,F85F0000,,688,-96960512
3499,-128253952,F85B0000,,689,-96141312
3501,-128483328,F8578000,,690,-95371264
3503,-128581632,F8560000,,691,-94683136
3505,-128516096,F8570000,,692,-93995008
3507,-128368640,F8594000,,693,-93323264
3509,-127959040,F85F8000,,694,-92733440
3511,-127254528,F86A4000,,695,-92274688
3513,-126320640,F8788000,,696,-91947008
3515,-125386752,F886C000,,697,-91734016
3517,-124338176,F896C000,,698,-91717632
3519,-122994688,F8AB4000,,699,-91848704
3521,-121569280,F8C10000,,700,-92078080
3523,-120176640,F8D64000,,701,-92553216
3525,-118800384,F8EB4000,,702,-93192192
3527,-117571584,F8FE0000,,703,-94027776
3529,-116408320,F90FC000,,704,-95125504
3531,-115228672,F921C000,,705,-96370688
3533,-114049024,F933C000,,706,-97665024
3535,-112705536,F9484000,,707,-98992128
3537,-111411200,F95C0000,,708,-100270080
3539,-110067712,F9708000,,709,-101597184
3541,-108560384,F9878000,,710,-102858752
3543,-107069440,F99E4000,,711,-104333312
3545,-105529344,F9B5C000,,712,-106037248
3547,-97796096,FA2BC000,,713,-107511808
3549,-96714752,FA3C4000,,714,-108986368
3551,-95813632,FA4A0000,,715,-110575616
3553,-95059968,FA558000,,716,-112050176
3555,-94240768,FA620000,,717,-113721344
3557,-93503488,FA6D4000,,718,-115523584
3559,-92848128,FA774000,,719,-117161984
3561,-92241920,FA808000,,720,-118636544
3563,-91717632,FA888000,,721,-120143872
3565,-91242496,FA8FC000,,722,-121438208
3567,-90980352,FA93C000,,723,-126304256
3569,-90947584,FA944000,,724,-126697472
3571,-91029504,FA930000,,725,-127123456
3573,-91209728,FA904000,,726,-127418368
3575,-91619328,FA8A0000,,727,-127631360
3577,-92340224,FA7F0000,,728,-127696896
3579,-93290496,FA708000,,729,-127631360
3581,-94339072,FA608000,,730,-127352832
3583,-95633408,FA4CC000,,731,-126844928
3585,-96976896,FA384000,,732,-126189568
3587,-98238464,FA250000,,733,-125272064
3589,-99614720,FA100000,,734,-124239872
3591,-100909056,F9FC4000,,735,-123142144
3593,-102236160,F9E80000,,736,-121847808
3595,-103694336,F9D1C000,,737,-120471552
3597,-105250816,F9BA0000,,738,-119095296
3599,-106921984,F9A08000,,739,-117768192
3601,-108462080,F9890000,,740,-116604928
3603,-110067712,F9708000,,741,-115458048
3605,-111788032,F9564000,,742,-114327552
3607,-113459200,F93CC000,,743,-113229824
3609,-115261440,F9214000,,744,-112033792
3611,-117112832,F9050000,,745,-110739456
3613,-118669312,F8ED4000,,746,-109395968
3615,-120160256,F8D68000,,747,-108052480
3617,-121585664,F8C0C000,,748,-106627072
3619,-122765312,F8AEC000,,749,-105103360
3621,-123912192,F89D4000,,750,-103612416
3623,-124846080,F88F0000,,751,-102170624
3625,-125583360,F883C000,,752,-100827136
3627,-126353408,F8780000,,753,-99713024
3629,-127057920,F86D4000,,754,-98648064
3631,-127631360,F8648000,,755,-97681408
3633,-128073728,F85DC000,,756,-96780288
3635,-128401408,F858C000,,757,-95911936
3637,-128712704,F8540000,,758,-95207424
3639,-128811008,F8528000,,759,-94453760
3641,-128778240,F8530000,,760,-93749248
3643,-128630784,F8554000,,761,-93126656
3645,-128122880,F85D0000,,762,-92536832
3647,-127418368,F867C000,,763,-92094464
3649,-126550016,F8750000,,764,-91766784
3651,-125599744,F8838000,,765,-91504640
3653,-124485632,F8948000,,766,-91504640
3655,-123191296,F8A84000,,767,-91602944
3657,-121831424,F8BD0000,,768,-91848704
3659,-114016256,F9344000,,769,-92422144
3661,-112738304,F947C000,,770,-93061120
3663,-111509504,F95A8000,,771,-93913088
3665,-110182400,F96EC000,,772,-94961664
3667,-108707840,F9854000,,773,-96059392
3669,-107118592,F99D8000,,774,-97419264
3671,-105562112,F9B54000,,775,-98811904
3673,-104038400,F9CC8000,,776,-100089856
3675,-102481920,F9E44000,,777,-101433344
3677,-101023744,F9FA8000,,778,-102711296
3679,-99680256,FA0F0000,,779,-112082944
3681,-98582528,FA1FC000,,780,-113737728
3683,-97583104,FA2F0000,,781,-115408896
3685,-96518144,FA3F4000,,782,-116998144
3687,-95567872,FA4DC000,,783,-118521856
3689,-94732288,FA5A8000,,784,-120094720
3691,-93978624,FA660000,,785,-121389056
3693,-93274112,FA70C000,,786,-122437632
3695,-92536832,FA7C0000,,787,-123486208
3697,-91848704,FA868000,,788,-124272640
3699,-91324416,FA8E8000,,789,-124895232
3701,-90931200,FA948000,,790,-125648896
3703,-90685440,FA984000,,791,-126255104
3705,-90652672,FA98C000,,792,-126697472
3707,-90767360,FA970000,,793,-127025152
3709,-90996736,FA938000,,794,-127270912
3711,-91373568,FA8DC000,,795,-127582208
3713,-92127232,FA824000,,796,-127680512
3715,-93028352,FA748000,,797,-127516672
3717,-94011392,FA658000,,798,-127270912
3719,-95272960,FA524000,,799,-126910464
3721,-96550912,FA3EC000,,800,-126271488
3723,-97910784,FA2A0000,,801,-125337600
3725,-99303424,FA14C000,,802,-124305408
3727,-100597760,FA010000,,803,-123158528
3729,-101974016,F9EC0000,,804,-121847808
3731,-103399424,F9D64000,,805,-120520704
3733,-104988672,F9BE0000,,806,-119111680
3735,-106659840,F9A48000,,807,-117850112
3737,-108216320,F98CC000,,808,-116736000
3739,-109838336,F9740000,,809,-115539968
3741,-111575040,F9598000,,810,-114409472
3743,-113229824,F9404000,,811,-113311744
3745,-115015680,F9250000,,812,-112099328
3747,-116785152,F90A0000,,813,-110821376
3749,-118358016,F8F20000,,814,-109461504
3751,-120029184,F8D88000,,815,-108085248
3753,-121454592,F8C2C000,,816,-106708992
3755,-122585088,F8B18000,,817,-105136128
3757,-123682816,F8A0C000,,818,-103628800
3759,-124502016,F8944000,,819,-102154240
3761,-125370368,F8870000,,820,-100859904
3763,-126255104,F8798000,,821,-99778560
3765,-126812160,F8710000,,822,-98729984
3767,-127401984,F8680000,,823,-97779712
3769,-127877120,F860C000,,824,-96845824
3771,-128057344,F85E0000,,825,-96010240
3773,-127434752,F8678000,,826,-95256576
3775,-126648320,F8738000,,827,-94535680
3777,-125632512,F8830000,,828,-93880320
3779,-124502016,F8944000,,829,-93224960
3781,-123256832,F8A74000,,830,-92585984
3783,-121831424,F8BD0000,,831,-92127232
3785,-120455168,F8D20000,,832,-91783168
3787,-119144448,F8E60000,,833,-91553792
3789,-117800960,F8FA8000,,834,-93896704
3791,-116604928,F90CC000,,835,-94912512
3793,-115490816,F91DC000,,836,-96157696
3795,-114229248,F9310000,,837,-97435648
3797,-112984064,F9440000,,838,-98713600
3799,-111706112,F9578000,,839,-100057088
3801,-110297088,F96D0000,,840,-101335040
3803,-108822528,F9838000,,841,-102612992
3805,-107331584,F99A4000,,842,-104071168
3807,-105807872,F9B18000,,843,-105676800
3809,-104169472,F9CA8000,,844,-107216896
3811,-102563840,F9E30000,,845,-108642304
3813,-101171200,F9F84000,,846,-110198784
3815,-99876864,FA0C0000,,847,-111869952
3817,-98746368,FA1D4000,,848,-113524736
3819,-97697792,FA2D4000,,849,-115261440
3821,-96583680,FA3E4000,,850,-116867072
3823,-95715328,FA4B8000,,851,-118390784
3825,-94994432,FA568000,,852,-119881728
3827,-94158848,FA634000,,853,-121143296
3829,-93405184,FA6EC000,,854,-122322944
3831,-92798976,FA780000,,855,-123387904
3833,-92160000,FA81C000,,856,-124092416
3835,-91635712,FA89C000,,857,-124780544
3837,-91176960,FA90C000,,858,-125534208
3839,-90931200,FA948000,,859,-126074880
3841,-90882048,FA954000,,860,-126500864
3843,-90898432,FA950000,,861,-126861312
3845,-91111424,FA91C000,,862,-127254528
3847,-91553792,FA8B0000,,863,-127467520
3849,-92291072,FA7FC000,,864,-127549440
3851,-93159424,FA728000,,865,-127533056
3853,-94142464,FA638000,,866,-127238144
3855,-95371264,FA50C000,,867,-126861312
3857,-96714752,FA3C4000,,868,-126222336
3859,-98091008,FA274000,,869,-125255680
3861,-99483648,FA120000,,870,-124223488
3863,-100794368,F9FE0000,,871,-123043840
3865,-102154240,F9E94000,,872,-121716736
3867,-103579648,F9D38000,,873,-120406016
3869,-105070592,F9BCC000,,874,-119046144
3871,-106725376,F9A38000,,875,-117751808
3873,-108298240,F98B8000,,876,-116523008
3875,-109953024,F9724000,,877,-115359744
3877,-111689728,F957C000,,878,-114311168
3879,-113328128,F93EC000,,879,-113180672
3881,-115179520,F9228000,,880,-111935488
3883,-123469824,F8A40000,,881,-110657536
3885,-124354560,F8968000,,882,-109330432
3887,-125075456,F88B8000,,883,-107937792
3889,-125976576,F87DC000,,884,-106545152
3891,-126713856,F8728000,,885,-105021440
3893,-127188992,F86B4000,,886,-103481344
3895,-127647744,F8644000,,887,-102055936
3897,-127991808,F85F0000,,888,-100728832
3899,-128270336,F85AC000,,889,-99598336
3901,-128434176,F8584000,,890,-94437376
3903,-128401408,F858C000,,891,-93831168
3905,-128221184,F85B8000,,892,-93208576
3907,-127844352,F8614000,,893,-92700672
3909,-127172608,F86B8000,,894,-92176384
3911,-126337024,F8784000,,895,-91815936
3913,-125370368,F8870000,,896,-91652096
3915,-124239872,F8984000,,897,-91537408
3917,-122978304,F8AB8000,,898,-91652096
3919,-121552896,F8C14000,,899,-91930624
3921,-120160256,F8D68000,,900,-92323840
3923,-118833152,F8EAC000,,901,-92995584
3925,-117440512,F9000000,,902,-93831168
3927,-116244480,F9124000,,903,-94912512
3929,-115113984,F9238000,,904,-96174080
3931,-113917952,F935C000,,905,-97501184
3933,-112721920,F9480000,,906,-98893824
3935,-111362048,F95CC000,,907,-100188160
3937,-109936640,F9728000,,908,-101400576
3939,-108544000,F987C000,,909,-102727680
3941,-107053056,F99E8000,,910,-104169472
3943,-105480192,F9B68000,,911,-105775104
3945,-103792640,F9D04000,,912,-107331584
3947,-102203392,F9E88000,,913,-108756992
3949,-100827136,F9FD8000,,914,-110297088
3951,-99500032,FA11C000,,915,-111869952
3953,-98435072,FA220000,,916,-113491968
3955,-97386496,FA320000,,917,-115310592
3957,-96256000,FA434000,,918,-117014528
3959,-95420416,FA500000,,919,-118489088
3961,-94617600,FA5C4000,,920,-119996416
3963,-93847552,FA680000,,921,-121323520
3965,-93159424,FA728000,,922,-122372096
3967,-92372992,FA7E8000,,923,-123355136
3969,-91783168,FA878000,,924,-124223488
3971,-91258880,FA8F8000,,925,-124928000
3973,-90783744,FA96C000,,926,-125583360
3975,-90619904,FA994000,,927,-126238720
3977,-90521600,FA9AC000,,928,-126664704
3979,-90537984,FA9A8000,,929,-127008768
3981,-90783744,FA96C000,,930,-127336448
3983,-91209728,FA904000,,931,-127565824
3985,-91930624,FA854000,,932,-127696896
3987,-92766208,FA788000,,933,-127614976
3989,-93749248,FA698000,,934,-127369216
3991,-95010816,FA564000,,935,-126976000
3993,-96354304,FA41C000,,936,-126287872
3995,-104988672,F9BE0000,,937,-125353984
3997,-106627072,F9A50000,,938,-124272640
3999,-108232704,F98C8000,,939,-123174912
4001,-109821952,F9744000,,940,-122011648
4003,-111460352,F95B4000,,941,-120700928
4005,-113197056,F940C000,,942,-119324672
4007,-115015680,F9250000,,943,-117948416
4009,-116768768,F90A4000,,944,-116736000
4011,-118390784,F8F18000,,945,-115621888
4013,-119930880,F8DA0000,,946,-108036096
4015,-121372672,F8C40000,,947,-106545152
4017,-122634240,F8B0C000,,948,-105021440
4019,-123731968,F8A00000,,949,-103464960
4021,-124682240,F8918000,,950,-102006784
4023,-125419520,F8864000,,951,-100745216
4025,-126271488,F8794000,,952,-99549184
4027,-126976000,F86E8000,,953,-98598912
4029,-127434752,F8678000,,954,-97681408
4031,-127942656,F85FC000,,955,-96763904
4033,-128286720,F85A8000,,956,-95977472
4035,-128598016,F855C000,,957,-95207424
4037,-128761856,F8534000,,958,-94470144
4039,-128663552,F854C000,,959,-93782016
4041,-128532480,F856C000,,960,-93143040
4043,-128188416,F85C0000,,961,-92618752
4045,-127483904,F866C000,,962,-92110848
4047,-126631936,F873C000,,963,-91734016
4049,-125632512,F8830000,,964,-91521024
4051,-124551168,F8938000,,965,-91488256
4053,-123305984,F8A68000,,966,-91619328
4055,-121847808,F8BCC000,,967,-91881472
4057,-120455168,F8D20000,,968,-92372992
4059,-119144448,F8E60000,,969,-93093888
4061,-117817344,F8FA4000,,970,-93945856
4063,-116588544,F90D0000,,971,-94945280
4065,-115441664,F91E8000,,972,-96157696
4067,-114262016,F9308000,,973,-97452032
4069,-113000448,F943C000,,974,-98795520
4071,-111607808,F9590000,,975,-100155392
4073,-110215168,F96E4000,,976,-101466112
4075,-108806144,F983C000,,977,-102678528
4077,-107298816,F99AC000,,978,-104103936
4079,-105807872,F9B18000,,979,-105807872
4081,-104120320,F9CB4000,,980,-107347968
4083,-102465536,F9E48000,,981,-108756992
4085,-101105664,F9F94000,,982,-110329856
4087,-99844096,FA0C8000,,983,-111886336
4089,-98729984,FA1D8000,,984,-113557504
4091,-97632256,FA2E4000,,985,-115392512
4093,-96550912,FA3EC000,,986,-117014528
4095,-95731712,FA4B4000,,987,-118521856
4097,-94978048,FA56C000,,988,-119963648
4099,-94208000,FA628000,,989,-121307136
4101,-93470720,FA6DC000,,990,-122437632
4103,-92733440,FA790000,,991,-123404288
4105,-92176384,FA818000,,992,-124239872
4107,-91013120,FA934000,,993,-124895232
4109,-91488256,FA8C0000,,994,-125534208
4111,-92094464,FA82C000,,995,-126222336
4113,-92946432,FA75C000,,996,-126681088
4115,-94027776,FA654000,,997,-126992384
4117,-95207424,FA534000,,998,-127336448
4119,-96632832,FA3D8000,,999,-127516672
4121,-97976320,FA290000,,1000,-127680512
4123,-99303424,FA14C000,,1001,-127631360
4125,-100646912,FA004000,,1002,-123387904
4127,-101875712,F9ED8000,,1003,-122159104
4129,-103317504,F9D78000,,1004,-120700928
4131,-104972288,F9BE4000,,1005,-119341056
4133,-106643456,F9A4C000,,1006,-117948416
4135,-108298240,F98B8000,,1007,-116768768
4137,-109838336,F9740000,,1008,-115671040
4139,-111443968,F95B8000,,1009,-114425856
4141,-113164288,F9414000,,1010,-113311744
4143,-114966528,F925C000,,1011,-112230400
4145,-116785152,F90A0000,,1012,-110968832
4147,-118423552,F8F10000,,1013,-109690880
4149,-119947264,F8D9C000,,1014,-108232704
4151,-121389056,F8C3C000,,1015,-106758144
4153,-122585088,F8B18000,,1016,-105332736
4155,-123666432,F8A10000,,1017,-103727104
4157,-124583936,F8930000,,1018,-102236160
4159,-125304832,F8880000,,1019,-100958208
4161,-126156800,F87B0000,,1020,-99827712
4163,-126812160,F8710000,,1021,-98893824
4165,-127320064,F8694000,,1022,-97894400
4167,-127860736,F8610000,,1023,-96878592
4169,-128188416,F85C0000,,1024,-96059392
4171,-128434176,F8584000,,1025,-95338496
4173,-128598016,F855C000,,1026,-94732288
4175,-128581632,F8560000,,1027,-94027776
4177,-128450560,F8580000,,1028,-93356032
4179,-128073728,F85DC000,,1029,-92815360
4181,-127401984,F8680000,,1030,-92241920
4183,-126582784,F8748000,,1031,-91865088
4185,-125665280,F8828000,,1032,-91717632
4187,-124583936,F8930000,,1033,-91701248
4189,-123289600,F8A6C000,,1034,-91799552
4191,-121880576,F8BC4000,,1035,-92028928
4193,-120487936,F8D18000,,1036,-92504064
4195,-119111680,F8E68000,,1037,-93224960
4197,-117768192,F8FB0000,,1038,-94011392
4199,-116555776,F90D8000,,1039,-95010816
4201,-115408896,F91F0000,,1040,-96256000
4203,-114212864,F9314000,,1041,-97566720
4205,-112967680,F9444000,,1042,-98942976
4207,-111607808,F9590000,,1043,-100270080
4209,-110247936,F96DC000,,1044,-101515264
4211,-108855296,F9830000,,1045,-102793216
4213,-107298816,F99AC000,,1046,-104153088
4215,-105775104,F9B20000,,1047,-105824256
4217,-104153088,F9CAC000,,1048,-107462656
4219,-96550912,FA3EC000,,1049,-108937216
4221,-95666176,FA4C4000,,1050,-110460928
4223,-94978048,FA56C000,,1051,-111935488
4225,-94175232,FA630000,,1052,-113573888
4227,-93339648,FA6FC000,,1053,-115408896
4229,-92618752,FA7AC000,,1054,-117129216
4231,-91947008,FA850000,,1055,-118652928
4233,-91504640,FA8BC000,,1056,-120160256
4235,-91160576,FA910000,,1057,-121454592
4237,-90865664,FA958000,,1058,-126435328
4239,-90800128,FA968000,,1059,-126861312
4241,-90816512,FA964000,,1060,-127172608
4243,-91078656,FA924000,,1061,-127500288
4245,-91602944,FA8A4000,,1062,-127778816
4247,-92225536,FA80C000,,1063,-127827968
4249,-93061120,FA740000,,1064,-127746048
4251,-94060544,FA64C000,,1065,-127533056
4253,-95289344,FA520000,,1066,-127074304
4255,-96681984,FA3CC000,,1067,-126517248
4257,-97910784,FA2A0000,,1068,-125665280
4259,-99237888,FA15C000,,1069,-124534784
4261,-100630528,FA008000,,1070,-123453440
4263,-101924864,F9ECC000,,1071,-122191872
4265,-103366656,F9D6C000,,1072,-120766464
4267,-104955904,F9BE8000,,1073,-119488512
4269,-106577920,F9A5C000,,1074,-118145024
4271,-108150784,F98DC000,,1075,-116916224
4273,-109723648,F975C000,,1076,-115769344
4275,-111378432,F95C8000,,1077,-114556928
4277,-113115136,F9420000,,1078,-113508352
4279,-114851840,F9278000,,1079,-112295936
4281,-116670464,F90BC000,,1080,-110985216
4283,-118276096,F8F34000,,1081,-109756416
4285,-119750656,F8DCC000,,1082,-108331008
4287,-121257984,F8C5C000,,1083,-106921984
4289,-122454016,F8B38000,,1084,-105480192
4291,-123568128,F8A28000,,1085,-103890944
4293,-124502016,F8944000,,1086,-102465536
4295,-125239296,F8890000,,1087,-101122048
4297,-126042112,F87CC000,,1088,-99893248
4299,-126779392,F8718000,,1089,-98910208
4301,-127336448,F8690000,,1090,-97927168
4303,-127811584,F861C000,,1091,-97009664
4305,-128122880,F85D0000,,1092,-96223232
4307,-128434176,F8584000,,1093,-95436800
4309,-128712704,F8540000,,1094,-94732288
4311,-128663552,F854C000,,1095,-94027776
4313,-128483328,F8578000,,1096,-93372416
4315,-128106496,F85D4000,,1097,-92848128
4317,-127401984,F8680000,,1098,-92340224
4319,-126566400,F874C000,,1099,-91930624
4321,-125583360,F883C000,,1100,-91684864
4323,-124502016,F8944000,,1101,-91652096
4325,-123240448,F8A78000,,1102,-91815936
4327,-121847808,F8BCC000,,1103,-92028928
4329,-120455168,F8D20000,,1104,-92454912
4331,-112820224,F9468000,,1105,-93143040
4333,-111591424,F9594000,,1106,-93945856
4335,-110264320,F96D8000,,1107,-94896128
4337,-108789760,F9840000,,1108,-96108544
4339,-107282432,F99B0000,,1109,-97484800
4341,-105709568,F9B30000,,1110,-98877440
4343,-104087552,F9CBC000,,1111,-100171776
4345,-102498304,F9E40000,,1112,-101449728
4347,-101056512,F9FA0000,,1113,-102760448
4349,-99827712,FA0CC000,,1114,-111624192
4351,-98746368,FA1D4000,,1115,-113246208
4353,-97730560,FA2CC000,,1116,-114966528
